Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas496           Pavarde496          4         4         5         7         2         1         9         5         1         6         1         6         6         9         2         3         
Vardas497           Pavarde497          4         6         5         4         4         7         7         1         9         10        4         8         10        4         6         7         
Vardas498           Pavarde498          10        6         2         1         4         4         7         10        5         9         8         2         4         3         2         5         
Vardas499           Pavarde499          7         1         6         2         8         9         10        9         10        3         4         6         3         4         9         1         
Vardas500           Pavarde500          1         1         10        3         10        4         5         6         1         7         3         3         7         6         10        3         
Vardas501           Pavarde501          5         9         2         10        10        3         9         4         4         9         6         6         3         9         10        1         
Vardas502           Pavarde502          3         9         8         5         1         8         8         8         4         8         5         8         1         10        3         2         
Vardas503           Pavarde503          7         5         5         10        3         7         10        10        9         1         5         3         5         9         9         8         
Vardas504           Pavarde504          9         10        4         2         4         10        2         4         6         9         9         4         9         1         1         5         
Vardas505           Pavarde505          6         8         6         2         3         1         1         4         6         8         5         2         6         3         6         3         
Vardas506           Pavarde506          9         5         5         8         8         6         1         1         10        1         6         5         8         7         8         2         
Vardas507           Pavarde507          7         4         8         3         8         1         1         1         3         9         1         2         2         9         7         2         
Vardas508           Pavarde508          3         1         3         10        4         7         7         1         4         3         6         6         10        9         4         6         
Vardas509           Pavarde509          8         9         8         3         1         10        1         7         9         8         4         5         5         8         3         7         
Vardas510           Pavarde510          6         7         2         7         8         10        4         9         6         2         9         1         10        1         10        5         
Vardas511           Pavarde511          8         10        8         4         9         1         3         7         5         8         9         9         6         3         3         10        
Vardas512           Pavarde512          9         4         1         10        2         4         4         1         1         2         3         2         5         10        6         8         
Vardas513           Pavarde513          5         8         8         2         2         1         3         8         9         3         1         7         7         1         5         9         
Vardas514           Pavarde514          1         4         10        1         3         10        3         10        6         4         4         10        10        8         2         10        
Vardas515           Pavarde515          4         5         4         10        6         6         6         1         3         2         10        3         10        4         9         1         
Vardas516           Pavarde516          5         7         5         1         2         9         9         3         6         8         8         2         9         6         1         2         
Vardas517           Pavarde517          2         6         9         7         6         5         8         7         1         7         7         4         7         1         1         3         
Vardas518           Pavarde518          4         1         1         3         6         6         3         8         4         2         10        10        9         9         2         2         
Vardas519           Pavarde519          3         3         4         3         10        10        1         5         4         8         3         10        3         4         9         1         
Vardas520           Pavarde520          2         5         3         5         3         6         1         2         2         1         9         3         1         1         6         8         
Vardas521           Pavarde521          4         5         8         9         1         10        5         2         5         10        3         10        4         8         6         4         
Vardas522           Pavarde522          7         5         1         4         5         6         10        9         6         6         3         10        7         9         7         9         
Vardas523           Pavarde523          7         1         3         3         4         4         4         7         2         9         5         10        8         2         4         3         
Vardas524           Pavarde524          10        1         10        2         4         6         9         7         2         6         10        6         2         6         8         3         
Vardas525           Pavarde525          6         3         6         1         6         4         1         5         2         5         1         2         4         1         7         5         
Vardas526           Pavarde526          1         4         5         10        2         6         4         6         2         10        10        9         3         6         10        6         
Vardas527           Pavarde527          2         9         3         6         5         10        4         6         7         2         6         4         1         3         1         7         
Vardas528           Pavarde528          3         2         5         3         7         6         5         1         7         7         2         6         3         2         10        8         
Vardas529           Pavarde529          8         2         2         4         8         7         7         1         10        10        10        1         1         7         9         10        
Vardas530           Pavarde530          3         5         3         7         5         1         6         6         2         7         5         7         1         7         7         8         
Vardas531           Pavarde531          3         9         9         8         10        8         5         8         6         3         5         8         9         1         4         9         
Vardas532           Pavarde532          6         9         5         3         3         1         8         6         2         9         2         8         1         7         1         4         
Vardas533           Pavarde533          3         1         6         2         6         1         3         5         4         6         9         5         6         1         4         8         
Vardas534           Pavarde534          3         9         7         7         2         10        9         9         4         8         2         1         3         2         3         1         
Vardas535           Pavarde535          10        3         3         7         10        1         8         5         1         6         4         4         2         1         7         10        
Vardas536           Pavarde536          9         4         1         8         7         9         1         2         3         2         3         4         10        4         10        1         
Vardas537           Pavarde537          7         2         7         6         3         3         1         10        1         2         6         8         2         2         8         2         
Vardas538           Pavarde538          1         8         2         9         5         2         1         6         5         9         3         10        6         4         8         4         
Vardas539           Pavarde539          9         3         3         7         8         8         8         8         9         7         9         4         5         9         7         10        
Vardas540           Pavarde540          4         7         10        1         6         3         8         4         4         4         4         3         8         9         1         5         
Vardas541           Pavarde541          9         1         4         4         1         1         6         3         8         7         7         9         7         10        9         9         
Vardas542           Pavarde542          2         5         4         9         1         2         7         1         4         2         6         1         8         5         8         9         
Vardas543           Pavarde543          5         7         8         5         9         9         9         3         3         4         3         10        1         10        6         4         
Vardas544           Pavarde544          2         10        5         6         3         5         2         7         9         7         2         3         9         5         2         5         
Vardas545           Pavarde545          3         1         8         4         8         8         1         6         1         3         1         8         4         6         6         9         
Vardas546           Pavarde546          2         4         3         9         1         1         6         6         3         4         6         7         3         1         6         4         
Vardas547           Pavarde547          2         8         7         8         7         3         10        8         7         1         9         1         1         4         4         4         
Vardas548           Pavarde548          6         2         1         1         2         9         7         6         6         6         8         1         10        5         8         3         
Vardas549           Pavarde549          3         2         8         3         4         6         6         1         5         7         9         7         10        4         9         6         
Vardas550           Pavarde550          9         7         2         6         8         7         1         9         4         2         4         8         3         10        8         2         
Vardas551           Pavarde551          5         10        10        10        9         7         7         10        4         7         7         6         6         3         9         2         
Vardas552           Pavarde552          5         3         2         2         7         1         8         7         9         6         4         4         2         1         5         3         
Vardas553           Pavarde553          9         9         10        5         8         8         8         2         8         5         6         4         2         4         7         4         
Vardas554           Pavarde554          6         9         8         8         5         1         9         4         2         6         9         9         4         2         9         6         
Vardas555           Pavarde555          4         3         9         6         1         8         7         6         9         3         2         9         3         7         10        5         
Vardas556           Pavarde556          5         10        8         3         8         3         1         8         10        2         4         9         3         10        2         8         
Vardas557           Pavarde557          6         7         3         6         10        10        1         2         6         4         1         7         5         8         10        9         
Vardas558           Pavarde558          2         5         7         1         10        3         4         1         8         1         7         7         2         2         6         3         
Vardas559           Pavarde559          4         7         7         7         3         7         7         10        8         1         10        7         3         6         2         6         
Vardas560           Pavarde560          8         4         7         1         3         7         9         3         10        8         6         1         8         4         4         7         
Vardas561           Pavarde561          7         3         9         1         10        2         6         5         1         7         6         7         2         10        3         9         
Vardas562           Pavarde562          8         7         10        9         1         3         8         4         1         6         3         2         10        5         3         10        
Vardas563           Pavarde563          10        8         3         5         8         9         1         1         9         4         5         1         1         5         7         6         
Vardas564           Pavarde564          7         9         3         3         1         4         8         8         7         10        4         8         5         6         1         10        
Vardas565           Pavarde565          8         8         7         10        10        2         7         4         2         2         4         5         6         7         7         1         
Vardas566           Pavarde566          9         6         6         3         6         10        7         7         4         3         7         9         3         9         5         3         
Vardas567           Pavarde567          3         10        7         1         5         9         1         1         6         10        10        7         7         10        6         5         
Vardas568           Pavarde568          8         2         3         7         5         6         7         4         10        10        8         4         2         9         5         5         
Vardas569           Pavarde569          1         8         4         2         6         8         5         5         3         4         4         9         9         7         1         4         
Vardas570           Pavarde570          7         10        7         1         1         10        9         7         10        2         7         1         6         10        10        6         
Vardas571           Pavarde571          3         10        8         7         8         1         2         6         4         6         9         9         9         1         4         5         
Vardas572           Pavarde572          1         2         6         2         6         4         1         1         3         2         4         5         3         3         9         5         
Vardas573           Pavarde573          3         3         10        4         7         7         6         9         10        4         8         8         8         5         3         1         
Vardas574           Pavarde574          3         4         9         9         5         7         2         4         9         1         10        5         7         1         5         9         
Vardas575           Pavarde575          10        5         5         2         8         5         7         8         3         5         5         7         5         6         9         10        
Vardas576           Pavarde576          5         4         4         3         2         2         10        1         3         5         7         1         6         2         5         9         
Vardas577           Pavarde577          1         4         5         3         9         2         2         7         5         9         8         4         4         7         5         2         
Vardas578           Pavarde578          1         7         8         9         8         2         10        4         2         10        4         6         5         5         10        7         
Vardas579           Pavarde579          4         1         2         5         7         10        5         9         5         5         10        1         8         2         4         2         
Vardas580           Pavarde580          3         2         7         7         8         1         5         2         3         1         4         5         7         2         5         9         
Vardas581           Pavarde581          8         8         6         4         10        1         6         5         4         3         10        4         4         5         1         4         
Vardas582           Pavarde582          7         1         3         5         1         9         4         2         1         3         6         3         5         7         6         10        
Vardas583           Pavarde583          5         3         10        6         1         4         8         3         6         1         8         4         1         8         1         9         
Vardas584           Pavarde584          6         1         3         8         4         7         3         8         5         2         6         3         9         8         10        8         
Vardas585           Pavarde585          6         4         4         8         2         3         3         6         8         6         9         9         3         8         6         5         
Vardas586           Pavarde586          4         8         6         5         3         5         7         9         2         9         7         4         10        8         3         7         
Vardas587           Pavarde587          1         9         4         2         6         1         8         1         10        2         7         4         2         5         5         8         
Vardas588           Pavarde588          3         3         6         10        4         2         5         9         1         7         9         7         7         9         10        3         
Vardas589           Pavarde589          10        10        2         6         7         7         3         5         1         6         8         8         7         4         8         4         
Vardas590           Pavarde590          2         3         2         10        10        6         7         6         6         3         2         8         5         10        9         1         
Vardas591           Pavarde591          5         6         7         10        3         8         4         2         7         1         6         3         8         3         9         10        
Vardas592           Pavarde592          8         3         8         2         2         10        3         8         6         10        10        9         9         5         7         6         
Vardas593           Pavarde593          5         2         2         8         3         2         2         8         5         4         8         6         9         7         10        1         
Vardas594           Pavarde594          10        7         2         2         2         7         4         7         7         3         8         8         2         5         2         9         
Vardas595           Pavarde595          7         9         4         3         9         7         10        4         9         2         9         4         2         7         4         8         
Vardas596           Pavarde596          4         10        8         9         5         7         9         1         6         3         7         2         1         10        3         2         
Vardas597           Pavarde597          4         7         5         7         10        6         8         4         4         10        7         6         6         8         7         6         
Vardas598           Pavarde598          6         7         9         5         7         2         7         7         1         10        3         2         3         9         9         4         
Vardas599           Pavarde599          8         4         7         8         2         1         9         9         5         3         6         3         10        1         4         5         
Vardas600           Pavarde600          3         4         6         8         5         5         8         1         6         6         1         7         8         4         6         4         
Vardas601           Pavarde601          1         3         5         10        5         9         8         8         6         2         3         9         1         3         5         4         
Vardas602           Pavarde602          10        9         2         8         2         2         6         2         8         4         1         2         5         2         6         3         
Vardas603           Pavarde603          6         1         6         6         8         6         1         10        7         9         3         1         5         9         10        8         
Vardas604           Pavarde604          9         2         2         3         3         5         9         10        1         7         9         6         2         2         2         1         
Vardas605           Pavarde605          2         2         2         10        4         4         10        6         2         3         6         7         6         4         5         10        
Vardas606           Pavarde606          9         7         10        5         1         5         9         3         9         10        8         9         2         4         2         3         
Vardas607           Pavarde607          8         6         2         8         4         1         4         7         7         8         5         6         4         2         8         6         
Vardas608           Pavarde608          6         1         9         10        1         7         10        3         8         3         10        9         7         1         7         7         
Vardas609           Pavarde609          4         8         8         2         7         8         9         8         6         3         1         8         5         10        1         7         
Vardas610           Pavarde610          9         3         6         3         1         3         6         2         10        7         2         7         2         8         7         9         
Vardas611           Pavarde611          3         6         7         4         6         1         9         10        8         3         8         7         6         1         9         9         
Vardas612           Pavarde612          10        2         2         1         9         8         2         1         1         8         3         10        4         6         1         1         
Vardas613           Pavarde613          9         8         1         10        5         1         6         2         9         6         3         7         4         7         1         5         
Vardas614           Pavarde614          5         9         2         1         10        6         6         9         7         6         9         7         2         2         3         10        
Vardas615           Pavarde615          1         7         3         5         7         2         3         2         5         2         10        2         9         6         10        5         
Vardas616           Pavarde616          6         9         6         6         4         7         5         9         5         10        10        6         6         6         3         2         
Vardas617           Pavarde617          2         4         6         10        2         8         9         9         10        4         5         10        3         2         4         1         
Vardas618           Pavarde618          10        2         10        5         5         6         10        10        3         3         9         9         6         9         1         8         
Vardas619           Pavarde619          3         10        8         1         10        9         1         8         10        7         7         2         7         4         7         9         
Vardas620           Pavarde620          4         6         3         3         1         3         4         2         6         7         4         2         4         9         1         10        
Vardas621           Pavarde621          2         7         7         8         8         10        8         5         2         1         3         10        9         5         7         10        
Vardas622           Pavarde622          10        10        9         9         9         5         10        1         8         4         7         8         1         9         4         10        
Vardas623           Pavarde623          8         3         5         1         7         10        7         1         2         9         4         8         10        1         8         2         
Vardas624           Pavarde624          4         2         8         1         10        7         8         6         3         1         10        1         5         8         4         3         
Vardas625           Pavarde625          6         10        1         5         7         7         1         9         4         7         7         7         2         1         3         10        
Vardas626           Pavarde626          10        10        6         10        4         9         9         4         7         6         1         7         4         9         2         9         
Vardas627           Pavarde627          9         5         6         9         2         10        3         7         8         4         3         9         8         7         1         10        
Vardas628           Pavarde628          8         1         10        7         3         1         5         8         5         7         4         4         1         8         2         6         
Vardas629           Pavarde629          5         5         6         7         10        4         9         1         7         7         8         5         8         1         2         6         
Vardas630           Pavarde630          6         9         4         10        6         1         1         6         6         5         3         1         9         3         5         8         
Vardas631           Pavarde631          1         10        8         3         1         7         8         3         2         2         1         1         5         8         3         7         
Vardas632           Pavarde632          3         2         5         3         2         1         7         2         5         3         6         8         3         1         7         6         
Vardas633           Pavarde633          5         6         4         3         4         10        3         8         7         7         3         1         10        1         8         2         
Vardas634           Pavarde634          9         10        7         7         8         2         9         1         5         5         6         2         5         7         10        6         
Vardas635           Pavarde635          8         3         5         4         8         10        6         9         8         6         9         2         10        10        7         10        
Vardas636           Pavarde636          2         6         4         3         9         6         5         10        7         7         2         10        3         2         9         7         
Vardas637           Pavarde637          5         5         10        1         3         9         7         1         8         9         10        6         8         1         8         5         
Vardas638           Pavarde638          10        1         8         7         3         3         8         4         8         8         6         6         10        2         5         8         
Vardas639           Pavarde639          1         8         3         9         7         4         7         8         4         8         5         2         2         1         7         3         
Vardas640           Pavarde640          2         1         9         2         9         10        10        1         5         10        4         5         6         3         4         1         
Vardas641           Pavarde641          1         2         5         9         8         4         5         5         4         2         10        3         6         6         9         1         
Vardas642           Pavarde642          6         2         4         1         4         7         3         9         7         3         3         9         8         8         8         9         
Vardas643           Pavarde643          7         8         3         5         8         8         9         4         8         4         5         9         6         7         4         7         
Vardas644           Pavarde644          1         2         8         5         6         7         3         8         10        8         9         1         9         4         8         3         
Vardas645           Pavarde645          8         9         4         10        10        5         5         9         9         6         1         7         8         10        6         3         
Vardas646           Pavarde646          2         8         1         9         6         5         4         7         7         5         8         6         7         6         7         10        
Vardas647           Pavarde647          8         1         7         1         10        4         5         5         8         2         3         10        7         4         8         1         
Vardas648           Pavarde648          10        2         9         8         10        3         5         1         8         8         10        5         4         10        5         3         
Vardas649           Pavarde649          1         5         2         4         6         7         3         9         2         1         5         3         5         2         4         6         
Vardas650           Pavarde650          8         9         6         5         10        2         2         5         9         7         4         4         3         2         7         9         
Vardas651           Pavarde651          9         4         6         6         7         6         2         4         4         3         5         8         1         2         2         2         
Vardas652           Pavarde652          5         1         9         10        7         2         1         7         4         4         5         4         10        1         9         1         
Vardas653           Pavarde653          6         2         7         8         2         10        5         4         6         9         10        7         3         9         5         3         
Vardas654           Pavarde654          1         2         1         3         6         9         9         5         9         4         3         1         3         8         9         2         
Vardas655           Pavarde655          7         5         5         4         6         4         10        5         9         9         4         10        5         4         10        7         
Vardas656           Pavarde656          2         7         5         2         7         10        6         3         5         2         1         2         9         3         8         1         
Vardas657           Pavarde657          4         3         9         8         6         9         7         10        5         1         5         6         1         9         10        4         
Vardas658           Pavarde658          8         1         2         5         7         5         6         10        4         5         9         10        2         9         10        6         
Vardas659           Pavarde659          3         10        5         4         8         2         1         10        8         8         8         10        10        4         2         7         
Vardas660           Pavarde660          9         6         7         10        10        4         10        4         9         8         4         5         9         6         1         9         
Vardas661           Pavarde661          6         6         8         3         7         8         8         9         9         4         9         1         3         3         3         4         
Vardas662           Pavarde662          7         3         9         6         4         7         9         3         10        10        3         2         5         2         1         10        
Vardas663           Pavarde663          2         5         3         5         1         10        4         10        2         7         5         5         4         5         10        5         
Vardas664           Pavarde664          5         8         8         5         10        10        2         9         3         4         7         8         10        6         10        10        
Vardas665           Pavarde665          5         7         5         3         9         10        6         4         10        1         6         4         8         2         9         6         
Vardas666           Pavarde666          1         9         6         10        4         9         10        4         1         4         8         10        4         9         4         10        
Vardas667           Pavarde667          9         3         9         5         1         3         3         2         1         8         1         7         6         9         7         4         
Vardas668           Pavarde668          1         1         10        9         1         7         10        1         5         5         7         8         5         10        2         3         
Vardas669           Pavarde669          2         5         6         6         3         9         6         8         1         2         2         8         10        3         2         7         
Vardas670           Pavarde670          10        6         7         7         8         7         10        5         7         8         2         1         3         7         8         6         
Vardas671           Pavarde671          9         7         9         2         6         9         6         9         4         5         5         3         6         10        5         8         
Vardas672           Pavarde672          3         4         6         7         6         10        10        6         6         10        3         8         9         4         5         7         
Vardas673           Pavarde673          10        5         1         3         2         9         2         10        2         8         5         5         2         8         6         10        
Vardas674           Pavarde674          5         9         4         7         4         2         6         6         8         4         6         3         9         8         7         7         
Vardas675           Pavarde675          9         10        5         7         3         4         6         5         1         7         8         8         4         8         3         5         
Vardas676           Pavarde676          10        5         3         9         10        2         10        2         9         10        9         7         8         4         4         10        
Vardas677           Pavarde677          1         8         9         2         3         3         1         2         4         4         5         7         2         9         3         10        
Vardas678           Pavarde678          9         5         3         10        9         10        3         4         5         4         5         2         2         5         4         5         
Vardas679           Pavarde679          7         1         2         9         3         9         2         10        5         5         3         10        5         3         1         10        
Vardas680           Pavarde680          1         10        6         9         1         4         6         6         3         10        9         7         2         8         9         6         
Vardas681           Pavarde681          8         1         3         2         8         7         6         8         3         1         3         9         6         1         6         4         
Vardas682           Pavarde682          5         2         5         8         3         9         5         3         10        2         6         4         3         10        1         4         
Vardas683           Pavarde683          5         6         7         6         4         2         1         5         9         5         9         6         10        3         2         10        
Vardas684           Pavarde684          7         2         7         8         8         5         5         1         2         10        9         4         7         1         4         8         
Vardas685           Pavarde685          6         8         2         1         8         10        5         2         5         8         10        10        2         8         8         9         
Vardas686           Pavarde686          2         2         3         3         8         1         8         1         5         9         9         1         1         4         10        5         
Vardas687           Pavarde687          1         8         10        5         7         2         9         1         10        6         2         8         6         6         1         5         
Vardas688           Pavarde688          5         5         6         1         4         10        6         1         6         3         1         3         4         5         10        2         
Vardas689           Pavarde689          9         6         7         6         8         10        4         8         5         2         8         2         2         8         9         2         
Vardas690           Pavarde690          2         8         5         6         4         1         7         2         10        5         5         10        8         4         5         2         
Vardas691           Pavarde691          8         6         8         7         1         6         1         6         5         10        2         8         7         4         4         3         
Vardas692           Pavarde692          4         2         1         2         8         9         3         8         2         6         4         6         9         9         5         4         
Vardas693           Pavarde693          4         4         4         6         4         8         6         7         8         2         3         9         3         5         5         8         
Vardas694           Pavarde694          5         7         6         7         8         1         4         9         6         9         9         3         2         9         8         7         
Vardas695           Pavarde695          8         7         3         5         7         5         7         5         9         8         2         10        9         5         9         6         
Vardas696           Pavarde696          7         6         10        2         6         3         6         3         1         3         2         3         7         5         3         9         
Vardas697           Pavarde697          8         8         8         5         9         10        10        5         7         7         4         1         9         5         5         10        
Vardas698           Pavarde698          4         3         9         9         8         3         7         8         6         9         9         10        3         4         5         9         
Vardas699           Pavarde699          7         8         10        6         3         8         9         2         5         3         8         2         5         1         3         3         
Vardas700           Pavarde700          9         1         8         4         3         5         10        9         1         1         9         7         8         1         2         2         
Vardas701           Pavarde701          1         8         7         7         3         6         7         6         6         5         5         9         10        2         4         7         
Vardas702           Pavarde702          8         10        10        8         5         10        5         8         3         4         5         7         8         5         4         8         
Vardas703           Pavarde703          8         9         5         5         5         8         9         1         5         7         7         5         10        1         10        2         
Vardas704           Pavarde704          5         7         5         3         4         10        10        3         8         2         4         9         2         8         4         3         
Vardas705           Pavarde705          10        2         2         8         10        5         1         1         8         4         1         2         6         4         6         10        
Vardas706           Pavarde706          8         6         1         2         10        7         5         8         6         5         7         4         9         7         10        8         
Vardas707           Pavarde707          1         6         6         8         1         1         8         4         6         6         3         8         6         5         9         4         
Vardas708           Pavarde708          7         3         5         10        4         6         2         4         4         5         10        7         6         9         1         1         
Vardas709           Pavarde709          6         9         3         10        2         3         7         7         2         4         8         6         8         6         6         5         
Vardas710           Pavarde710          2         7         5         8         8         8         2         4         7         8         4         1         8         5         9         9         
Vardas711           Pavarde711          9         1         7         7         8         8         7         7         1         8         9         6         8         2         10        2         
Vardas712           Pavarde712          4         6         5         5         5         3         8         6         6         7         7         3         2         7         8         9         
Vardas713           Pavarde713          10        4         7         5         3         3         6         9         4         6         3         2         4         10        6         10        
Vardas714           Pavarde714          5         3         7         6         9         5         7         5         7         9         2         5         5         2         3         8         
Vardas715           Pavarde715          3         10        10        6         5         7         7         2         2         4         1         2         1         8         7         8         
Vardas716           Pavarde716          6         4         6         4         6         7         1         4         4         5         3         1         5         5         5         2         
Vardas717           Pavarde717          8         7         10        3         7         4         6         1         8         3         10        6         8         7         7         10        
Vardas718           Pavarde718          1         2         7         10        2         9         9         8         4         10        5         8         6         7         10        10        
